Rowid_,FID_1,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
,951,8354,6806311039.300415039062500,381,486,105,423.761910462054118,25.820997221703507,3540107.000000000000000,106,397,484,421
,952,11901,9696182389.120689392089844,375,696,321,441.779682379631936,30.299485904551513,5257620.000000000000000,211,460,375,447
,953,7307,5953281633.249716758728027,302,333,31,315.065827288901062,6.215412984703237,2302186.000000000000000,32,315,333,315
,954,12036,9806171854.084247589111328,363,434,71,388.000000000000000,10.143478833457431,4669968.000000000000000,65,381,419,386
,955,4469,3641058658.682494163513184,375,530,155,426.727679570373709,30.451387426590355,1907046.000000000000000,149,401,503,420
,956,24144,19671004756.149059295654297,304,964,660,404.571901921802521,71.176064721870517,9767984.000000000000000,481,354,560,388
,957,46279,37705203326.284881591796875,404,761,357,455.775492123857475,44.122316661916109,21092834.000000000000000,341,418,666,445
,958,47322,38554973785.225547790527344,346,685,339,404.071552343518874,43.786457148164239,19121474.000000000000000,325,372,607,388
,959,27705,22572282420.854442596435547,281,395,114,295.115538711423937,6.413156371601609,8176176.000000000000000,45,291,281,293
,960,22563,18382905910.909175872802734,474,956,482,568.808669059965382,64.737338316573528,12834030.000000000000000,384,484,772,559
,961,8456,6889414190.606213569641113,298,384,86,344.720671712393539,14.266272002943408,2914958.000000000000000,83,347,384,347
,962,15454,12590942159.606010437011719,329,390,61,344.494435097709356,5.956123931114616,5323817.000000000000000,58,342,382,344
,963,6337,5162986959.067121505737305,846,1202,356,970.940192520119922,62.605084557321433,6152848.000000000000000,343,905,846,967
,964,255859,208457737156.375976562500000,309,3368,3059,902.426250395725788,443.186336663442717,230893878.000000000000000,2732,662,309,771
,965,1471,1198477799.714018583297729,314,502,188,323.188307273963289,9.586375688141663,475410.000000000000000,48,317,346,321
,966,13626,11101603330.321697235107422,731,1061,330,846.693600469690296,57.617187829071490,11537047.000000000000000,312,833,1021,839
,969,98787,80485402039.666046142578125,-9,1910,1919,586.418901272434596,358.928168323933676,57930564.000000000000000,1684,80,-9,569
,970,606046,493767965061.510559082031250,121,2651,2530,667.016812255175296,350.112691590319400,404242871.000000000000000,2318,376,2121,576
,971,65769,53584423119.912498474121094,443,1369,926,750.950295732031805,96.843174947647753,49389250.000000000000000,635,714,443,746
,972,17538,14288853603.932329177856445,388,535,147,452.557874330026209,29.924428476326721,7936960.000000000000000,145,463,388,454
,973,19878,16195337663.300653457641602,508,826,318,620.110624811349226,64.490198476740474,12326559.000000000000000,308,591,509,601
,974,352888,287510831941.183288574218750,223,2029,1806,684.344233864568878,343.407967636779915,241496868.000000000000000,1723,473,223,537
,975,69,56216837.648040294647217,901,1148,247,1032.202898550724740,65.635263522631206,71222.000000000000000,57,1041,901,1041
,976,5,4073683.887539152055979,259,275,16,267.000000000000000,5.176871642217914,1335.000000000000000,4,266,259,266
,977,288223,234825878223.639404296875000,29,663,634,261.975189349913080,124.987072460016606,75507275.000000000000000,634,212,29,228
,978,63122,51427814869.849273681640625,290,1199,909,640.238078641361199,151.331387187345371,40413108.000000000000000,871,601,325,627
,979,15671,12767740040.325210571289063,702,2151,1449,948.081551911173506,218.896846373111288,14857386.000000000000000,1105,758,702,866
,980,356,290046292.792787611484528,757,1047,290,939.896067415730386,93.133544845806838,334603.000000000000000,180,1028,758,970
,981,4413,3595433399.142055511474609,248,397,149,307.981871742578733,27.101359667725781,1359124.000000000000000,147,310,248,307
,982,9679,7885837269.498291015625000,669,1901,1232,1013.475462341151001,215.434454837809511,9809429.000000000000000,951,845,669,971
,983,77802,63388150763.664222717285156,384,924,540,564.249068147348453,93.708551418199988,43899706.000000000000000,476,592,384,569
,984,9511,7748961490.876975059509277,72,1668,1596,763.298496477762569,292.536056757195411,7259732.000000000000000,1301,833,72,802
,985,133731,108955563992.899673461914063,243,2090,1847,1014.522601341499012,242.417129274549325,135673122.000000000000000,1478,986,243,1066
,986,1561,1271804109.689723253250122,-10,172,182,37.153106982703392,28.634438611356252,57996.000000000000000,135,19,-10,33
,987,12122,9876239216.949920654296875,-4,2110,2114,547.633888797228224,326.320701252418985,6638418.000000000000000,1483,564,-4,527
,988,41103,33488125765.904354095458984,196,447,251,343.993285161667018,28.645261555421168,14139156.000000000000000,244,325,196,340
,989,8730,7112652067.643359184265137,636,1455,819,838.329438717067546,122.329134891601498,7318616.000000000000000,655,823,636,819
,990,2580,2102020885.970202445983887,8,1470,1462,478.501550387596922,278.934824007523105,1234534.000000000000000,954,238,13,448
,991,39468,32156031134.679050445556641,96,1364,1268,514.167933515759614,254.806615880195380,20293180.000000000000000,1230,182,1211,492
,992,37128,30249547075.310726165771484,143,854,711,533.514894419306188,169.557447538010223,19808341.000000000000000,704,721,143,551
,993,9057,7379070993.888420104980469,-31,182,213,83.415258915755771,36.285307204978743,755492.000000000000000,214,98,-25,84
,994,1215,989905184.672013998031616,514,724,210,627.865020576131656,54.119786842524363,762856.000000000000000,199,679,514,631
,995,44603,36339704487.181762695312500,24,2230,2206,935.648566239938987,336.838181479051514,41732733.000000000000000,1937,829,24,932
,996,135440,110347949145.660552978515625,417,1877,1460,700.084502362669809,191.438304868199396,94819445.000000000000000,1228,554,417,654
,997,17996,14662003048.030916213989258,-44,110,154,19.233718604134253,36.631670038483733,346130.000000000000000,153,-30,-44,16
,998,87066,70935872270.496765136718750,265,766,501,483.599212091976199,93.121006868594790,42105049.000000000000000,501,434,266,462
,999,4179,3404784993.205223083496094,-2,1362,1364,360.381909547738701,298.373998441965341,1506036.000000000000000,994,2,88,323
,1000,187954,153133036279.706756591796875,117,782,665,384.888983474679947,128.975252406266662,72341424.000000000000000,661,298,771,376
,1001,423847,345323738936.361389160156250,114,824,710,354.012544621054303,88.627699912124712,150047155.000000000000000,685,297,118,342
,1002,840,684378893.106577515602112,1027,1638,611,1138.714285714285779,72.956113916677126,956520.000000000000000,246,1127,1027,1127
,1003,14875,12119209565.428977966308594,-41,1310,1351,136.542453781512592,161.364434751646741,2031069.000000000000000,828,-30,-41,100
,1004,48351,39393337929.281105041503906,127,1754,1627,729.540505884056188,306.255495528960921,35274013.000000000000000,1455,531,127,680
,1005,16348,13319316838.698011398315430,-8,228,236,66.588573525813558,40.018666694051355,1088590.000000000000000,228,66,211,64
,1006,57145,46558133150.684967041015625,-2,1864,1866,139.064467582465653,171.794147332455111,7946839.000000000000000,922,4,-1,61
,1007,133364,108656555595.554290771484375,1,498,497,127.783592273777032,72.039061420589150,17041731.000000000000000,497,58,462,117
,1008,1664,1355721997.773029804229736,1068,1759,691,1316.379206730769283,104.091253305719022,2190455.000000000000000,437,1296,1068,1310
,1009,1536,1251435690.252027511596680,335,479,144,388.142578125000000,29.710755972149293,596187.000000000000000,137,364,448,384
,1010,51024,41571129335.559539794921875,104,1356,1252,560.163452492944543,265.229235060699239,28581780.000000000000000,1123,319,104,456
,1011,124001,101028175147.748474121093750,16,2135,2119,448.514391012975693,233.915869697314747,55616233.000000000000000,1614,521,16,449
,1012,21495,17512767032.530815124511719,1,1002,1001,229.510490811816709,221.350787606374723,4933328.000000000000000,973,7,1,143
,1013,169060,137739399605.473815917968750,-9,1117,1126,340.049917189163637,213.717949727347303,57488839.000000000000000,1070,6,-7,335
,1014,15904,12957573709.484535217285156,131,2229,2098,639.076081488933596,244.656937051500648,10163866.000000000000000,1423,629,131,614
,1015,57,46439996.317946329712868,663,1409,746,1059.596491228070136,201.219253695723808,60397.000000000000000,43,1215,663,1021
,1016,66846,54461894629.288429260253906,-3,2281,2284,178.895550967896355,214.327076645475501,11958452.000000000000000,1546,6,-3,123
,1017,3376,2750551360.866435527801514,345,1196,851,710.081457345971558,230.731738710969353,2397235.000000000000000,751,993,345,691
,1018,15776,12853287401.963533401489258,-1,739,740,78.938767748478696,92.191929441028890,1245338.000000000000000,575,5,0,56
,1019,11328,9229338215.608703613281250,38,1214,1176,512.438206214689217,235.488998826980776,5804900.000000000000000,912,626,189,634
,1020,11419,9303479262.361915588378906,460,1814,1354,857.669410631403821,252.086148934009884,9793727.000000000000000,1062,686,462,775
,1021,28661,23351170780.151927947998047,1,1758,1757,191.061442378144505,153.857294101113979,5476012.000000000000000,840,26,12,177
,1022,57,46439996.317946329712868,322,646,324,491.649122807017534,89.993662784308285,28024.000000000000000,53,430,322,489
,1023,37814,30808456504.681098937988281,107,1784,1677,531.559660443222128,176.764441314355082,20100397.000000000000000,1312,521,107,524
,1024,41914,34148877292.463203430175781,0,528,528,139.879825356682744,112.621096482047562,5862923.000000000000000,529,27,0,106
,1025,79864,65068137998.885368347167969,181,1814,1633,671.773527496744464,268.841383918846248,53650521.000000000000000,1421,639,181,640
,1026,19408,15812411377.871973037719727,18,1065,1047,197.323938582028035,126.600109871041539,3829663.000000000000000,620,33,457,184
,1027,1103,898654665.591136932373047,62,661,599,382.507706255666392,140.359658744268927,421906.000000000000000,460,395,62,413
,1028,19910,16221409240.180904388427734,85,1792,1707,660.549422400803564,380.417189430870849,13151539.000000000000000,1505,307,85,570
,1029,1482,1207439904.266604661941528,780,2100,1320,1151.790823211875932,300.140339593912131,1706954.000000000000000,712,793,780,1074
,1030,79,64364205.423118606209755,747,1762,1015,1148.493670886075961,280.414696224496140,90731.000000000000000,66,1017,747,1076
,1031,611,497804171.057284355163574,1306,2404,1098,1460.070376432078547,230.369993349890706,892103.000000000000000,227,1325,1306,1384
,1032,28596,23298212889.613918304443359,691,2638,1947,1579.017484962931803,309.555117991754230,45153584.000000000000000,1737,1560,691,1587
,1033,1291,1051825179.762609004974365,945,2074,1129,1593.839659178931015,221.735206471333044,2057647.000000000000000,587,1456,945,1590
,1034,744,606164162.465825796127319,1331,2413,1082,1527.927419354838776,215.408302225178204,1136778.000000000000000,336,1429,1333,1448
,1035,137,111618938.518572762608528,1284,1315,31,1288.408759124087510,5.404181598745109,176512.000000000000000,15,1286,1299,1287
,1036,308,250938927.472411751747131,1281,1562,281,1383.655844155844079,47.985371129849931,426166.000000000000000,150,1341,1281,1379
,1037,27041,22031297200.589241027832031,1275,4161,2886,1700.388816981620494,350.635629216571942,45980214.000000000000000,1587,1286,1275,1600
,1038,1469,1196848326.159002780914307,1322,2594,1272,1861.129339686861840,326.481466563054084,2733999.000000000000000,798,1322,1325,1827
,1039,71,57846311.203055962920189,1291,1416,125,1334.366197183098620,32.465036203266557,94740.000000000000000,44,1353,1296,1333
,1040,31580,25729387433.697284698486328,672,2280,1608,1009.801108296390112,124.951403062687206,31889519.000000000000000,946,1041,672,1021
,1041,7220,5882399533.606535911560059,612,1703,1091,923.163157894736855,297.722370116170566,6665238.000000000000000,990,623,612,819
,1042,1364,1111300964.520680665969849,663,4704,4041,1928.830645161290249,1178.187123821294108,2630925.000000000000000,914,759,668,1659
,1043,4765,3882220744.824811935424805,1048,2519,1471,1798.891290661070343,297.273748187950503,8571717.000000000000000,1177,1947,1048,1830
,1044,752,612682056.685888528823853,920,2080,1160,1291.199468085106446,194.852317507426562,970982.000000000000000,421,1229,920,1252
,1045,53407,43512647076.360702514648438,1019,1562,543,1177.402400434400079,86.588022220199619,62881530.000000000000000,491,1036,1019,1176
,1046,166,135246305.066299855709076,847,979,132,915.012048192771090,30.907750022728486,151892.000000000000000,90,916,847,915
,1047,4498,3664686025.230221271514893,1042,3578,2536,1276.727212094264132,367.700947408409888,5742719.000000000000000,929,1046,1042,1116
,1048,154,125469463.736205875873566,1133,1285,152,1152.616883116883173,26.730302385301727,177503.000000000000000,43,1138,1133,1140
,1049,9785,7972199367.914120674133301,941,2628,1687,1379.504854368932001,203.305895828005646,13498455.000000000000000,936,1211,941,1332
,1050,12942,10544323374.506341934204102,1000,2886,1886,1296.185983619224316,199.756110632258242,16775239.000000000000000,941,1264,1000,1256
,1051,5185,4224410191.378100872039795,875,4512,3637,1361.204050144648136,713.373998772303821,7057843.000000000000000,1432,914,875,1004
,1052,3196,2603898740.915026187896729,1066,1769,703,1176.497809762202678,90.311980101735941,3760087.000000000000000,387,1118,1265,1156
,1053,180,146652619.951409459114075,798,979,181,894.722222222222172,45.951672144106681,161050.000000000000000,113,900,798,899
,1054,19511,15896329265.955278396606445,993,1687,694,1065.533493926503070,33.403067913231432,20789624.000000000000000,257,1036,1182,1059
,1055,84,68437889.310657754540443,1475,1669,194,1589.488095238095184,49.873290410520021,133517.000000000000000,60,1594,1475,1604
,1056,230,187389458.826801002025604,1076,2524,1448,1456.760869565217490,398.210660044601013,335055.000000000000000,182,1104,1076,1240
,1057,5577,4543787008.161170005798340,724,1508,784,1050.201542047695966,151.646218161382990,5856974.000000000000000,700,965,727,1008
,1058,8581,6991256287.794692993164063,609,1460,851,744.798158722759581,116.163852392212220,6391113.000000000000000,526,622,609,713
,1059,18336,14939013552.383579254150391,847,2128,1281,1384.053992146596784,192.691689727162867,25378014.000000000000000,1085,1340,853,1382
,1060,2156,1756572492.306882381439209,1001,2179,1178,1300.156307977736560,214.536788326740577,2803137.000000000000000,678,1055,1001,1268
,1061,16987,13839933639.525514602661133,610,1414,804,1011.015246953552719,146.381386369873070,17174116.000000000000000,694,1084,613,1065
,1062,583,474991541.287065148353577,1693,3535,1842,2057.231560891938443,299.966772714741751,1199366.000000000000000,365,1902,1693,1963
,1063,1737,1415197782.531101465225220,1127,4208,3081,2397.659758203799811,762.160864648824372,4164735.000000000000000,1183,2032,1136,2352
,1064,18628,15176916691.415864944458008,1023,1337,314,1093.175327464032534,46.675994396410466,20363670.000000000000000,252,1037,1028,1084
,1065,12000,9776841330.093965530395508,1028,2395,1367,1095.504583333333358,84.874137083447067,13146055.000000000000000,421,1045,1028,1081
,1066,15625,12730262148.559850692749023,614,2753,2139,1209.184512000000041,241.031714301918726,18893508.000000000000000,1136,621,614,1247
,1067,1463,1191959905.493955850601196,1097,2820,1723,1300.121667805878360,272.565333076367494,1902078.000000000000000,445,1173,1097,1207
,1070,33934,27647277807.950717926025391,1402,3327,1925,2162.012671656745624,447.174696892180464,73365738.000000000000000,1837,1614,1402,2144
,1071,606,493730487.169745206832886,1410,2753,1343,1793.856435643564282,287.546071814028267,1087077.000000000000000,445,1472,1410,1729
,1072,2414,1966774580.903902530670166,2039,3415,1376,2807.467688483844086,293.709127833759055,6777227.000000000000000,990,2792,2039,2843
,1073,60827,49557993965.468803405761719,166,2250,2084,717.423364624262263,364.088743360927197,43638711.000000000000000,1753,875,166,840
,1074,3931,3202730272.383281230926514,5,384,379,78.960061053167138,32.885588031451462,310392.000000000000000,197,65,20,74
,1075,8031,6543151060.165386199951172,66,1905,1839,344.854065496202224,282.006254277666301,2769523.000000000000000,1103,153,69,241
,1076,9088,7404327833.991163253784180,167,2075,1908,1109.639634683098620,372.339770341363703,10084405.000000000000000,1589,996,167,1126
,1077,3040,2476799803.623804569244385,427,651,224,532.238157894736787,43.573809030756010,1618004.000000000000000,210,548,427,537
,1078,2471,2013214577.221848964691162,168,1122,954,334.934439498178847,139.842840301132156,827623.000000000000000,486,170,211,302
,1079,328,267233663.022568374872208,350,1769,1419,813.853658536585385,408.865917313088858,266944.000000000000000,258,436,350,619
,1080,4810,3918883899.812664508819580,138,1172,1034,653.245945945945891,204.315477012306502,3142113.000000000000000,766,675,138,704
,1081,28110,22902250815.745113372802734,585,1369,784,923.045321949484219,125.130819095771102,25946804.000000000000000,715,915,585,922
,1082,926,754446255.972250938415527,60,918,858,147.802375809935199,85.643560621899638,136865.000000000000000,207,109,60,124
,1083,3900,3177473432.280538558959961,206,538,332,283.655384615384605,36.408546604852390,1106256.000000000000000,174,291,206,284
,1084,1469,1196848326.159002780914307,300,699,399,405.860449285228071,63.191230790443313,596209.000000000000000,262,355,302,392
,1085,7422,6046976362.663117408752441,-7,687,694,52.776744812718945,51.260546582806001,391709.000000000000000,290,24,-7,38
,1086,13356,10881624400.394582748413086,264,1580,1316,593.007262653489079,278.807865237770613,7920205.000000000000000,1113,385,264,502
,1087,55927,45565783755.680435180664063,350,890,540,619.291361953975752,72.994214863897227,34635108.000000000000000,484,616,350,626
,1088,3162,2576197690.479759693145752,61,942,881,237.865591397849471,144.418719577168019,752131.000000000000000,544,111,61,189
,1089,3749,3054448178.876856327056885,249,1021,772,422.703387570018663,109.266062116661971,1584715.000000000000000,494,371,249,401
,1090,75316,61362715134.779754638671875,220,1121,901,654.158332890753627,57.633219250077552,49268589.000000000000000,621,679,220,661
,1091,8323,6781054199.197672843933105,382,1346,964,547.674396251351709,118.663685433916427,4558294.000000000000000,516,469,745,521
,1092,1998,1627844081.460645198822021,569,2444,1875,1312.843343343343349,415.092933120234591,2623061.000000000000000,1032,1216,573,1248
,1093,4101,3341235524.559612751007080,188,1503,1315,803.486466715435313,271.872271824479583,3295098.000000000000000,1044,900,188,873
,1094,1890,1539852509.489799499511719,553,1598,1045,982.152910052910102,248.324406794922226,1856269.000000000000000,726,1201,553,1058
,1095,7080,5768336384.755439758300781,310,963,653,371.593926553672304,56.211077605745388,2630885.000000000000000,293,335,310,355
,1096,5234,4264332293.475984573364258,353,1166,813,565.228888039740127,163.363712841360808,2958408.000000000000000,661,431,353,494
,1097,1081,880730456.485964655876160,4,103,99,18.643848288621648,13.793236004424267,20154.000000000000000,68,9,52,14
,1098,15845,12909504239.611572265625000,542,835,293,651.575828337014855,35.501945637333144,10324219.000000000000000,249,649,543,649
,1099,2476,2017288261.109388113021851,462,1196,734,717.777059773828796,172.654525549281288,1777216.000000000000000,596,554,462,691
,1100,197,160503145.169042587280273,287,292,5,288.771573604060904,0.820798213029273,56888.000000000000000,6,289,292,289
,1101,133,108359991.408541440963745,228,386,158,276.812030075187977,41.731895876808430,36816.000000000000000,68,251,228,258
,1102,11062,9012618232.791620254516602,594,853,259,710.587958777797894,38.348634696047561,7860524.000000000000000,249,716,594,709
,1103,19810,16139935562.430120468139648,59,1433,1374,405.898738011105479,228.703880069030561,8040854.000000000000000,1050,219,59,377
,1104,2148,1750054598.086819648742676,701,2506,1805,1335.507448789571754,345.811145917793283,2868670.000000000000000,930,1053,701,1283
,1105,1209,985016764.006966948509216,1029,2304,1275,1520.889164598841944,281.914125489632681,1838755.000000000000000,675,1259,1029,1457
,1106,8695,7084136280.430585861206055,5,2231,2226,523.779988499137403,460.726163353449863,4554267.000000000000000,1590,50,5,412
,1107,2929,2386364021.320435047149658,293,310,17,302.740867190167307,3.048281013626674,886728.000000000000000,17,306,293,303
,1108,5434,4427279648.977550506591797,259,1333,1074,408.113360323886639,90.592530907608207,2217688.000000000000000,411,372,259,400
,1109,4700,3829262854.286802768707275,-1,3907,3908,427.556382978723377,695.586486670048089,2009515.000000000000000,1277,11,-1,95
,1110,8873,7229159426.826979637145996,3,1571,1568,341.019835455877399,295.575355867439669,3025869.000000000000000,1183,12,589,284
,1111,5747,4682292260.337501525878906,456,1138,682,606.991299808595841,111.133728830780058,3488379.000000000000000,541,582,459,573
,1112,4389,3575879716.481867790222168,724,1985,1261,1187.371383002961920,196.230523786801740,5211373.000000000000000,818,1077,724,1169
,1113,14061,11456013828.537603378295898,614,820,206,699.079297347272586,26.400331377991954,9829754.000000000000000,178,696,614,699
,1114,1875,1527631457.827182054519653,301,349,48,311.974933333333354,7.135407369511991,584953.000000000000000,47,313,301,311
,1115,1003,817180987.840353846549988,326,338,12,331.457627118644041,2.848264615268107,332452.000000000000000,13,329,338,331
,1116,2105,1715020916.653983116149902,428,1350,922,729.845130641330115,155.745290435751201,1536324.000000000000000,595,771,428,727
,1117,5491,4473719645.295496940612793,538,1710,1172,942.884902567838253,252.789015092819398,5177381.000000000000000,1002,865,538,871
,1118,26685,21741250907.796455383300781,338,2130,1792,955.115383174067802,260.375164804341523,25487254.000000000000000,1436,1057,338,1012
,1119,2908,2369254548.992770671844482,339,535,196,383.264442916093515,25.016250862601741,1114533.000000000000000,118,354,339,382
,1120,7455,6073862676.320876121520996,604,1830,1226,837.143796109993332,172.622986941094922,6240907.000000000000000,704,716,604,751
,1121,2121,1728056705.094108343124390,306,323,17,310.702970297029708,3.133435999537140,659001.000000000000000,18,308,321,310
,1122,6189,5042405915.995962142944336,233,1894,1661,468.340119566973669,217.246852753347582,2898557.000000000000000,839,338,234,395
,1123,3242,2641376632.680386066436768,747,2943,2196,1320.863047501542269,333.233078730730199,4282238.000000000000000,934,1153,747,1188
,1124,11589,9441984514.538246154785156,53,1017,964,401.301406506169656,220.671068817958854,4650682.000000000000000,895,93,54,435
,1125,2780,2264968241.471768379211426,724,2617,1893,1401.585611510791296,494.681447759060859,3896408.000000000000000,1145,747,724,1377
,1126,1438,1171591486.056260108947754,636,1944,1308,1032.627955493741410,286.499367037810430,1484919.000000000000000,621,754,636,974
,1127,128,104286307.521002292633057,13,153,140,99.625000000000000,25.824225545018770,12752.000000000000000,64,103,13,102
,1128,1322,1077082019.865351915359497,318,983,665,436.490922844175486,114.819988004225820,577041.000000000000000,328,336,319,399
,1129,16743,13641137865.813604354858398,337,822,485,511.947799080212633,101.846653111179862,8571542.000000000000000,445,408,337,500
,1130,7519,6126005830.081377029418945,283,322,39,292.809283149354940,4.224805815447897,2201633.000000000000000,27,290,310,292
,1131,15,12221051.662617456167936,240,374,134,278.466666666666640,38.738209675834185,4177.000000000000000,14,240,241,272
,1132,2410,1963515633.793871402740479,242,2095,1853,916.046058091286341,526.996860749329358,2207671.000000000000000,1157,272,245,809
,1133,11510,9377620309.115127563476563,625,1449,824,839.568027801911398,106.903401687166451,9663428.000000000000000,593,716,625,845
,1134,36,29330523.990281894803047,191,409,218,229.444444444444457,53.643082004239616,8260.000000000000000,29,200,191,207
,1135,4505,3670389182.672776222229004,314,356,42,331.210876803551628,9.576164303134108,1492105.000000000000000,43,338,314,332
,1136,306,249309453.917396098375320,169,1638,1469,445.702614379084991,416.725415222675622,136385.000000000000000,169,176,169,213
,1137,640,521431537.605011463165283,338,967,629,431.149999999999977,106.195983327996046,275936.000000000000000,216,362,338,398
,1138,4548,3705422864.105612754821777,197,2650,2453,1014.093447669305192,535.080196704359423,4612097.000000000000000,1686,1124,197,961
,1139,1182,963018871.014255523681641,202,1565,1363,750.957698815566800,324.037387239579459,887632.000000000000000,681,506,202,722
,1140,18049,14705184097.238830566406250,548,1051,503,712.483849520749118,110.756645861949764,12859621.000000000000000,476,619,549,684
,1141,2371,1931740899.471065998077393,4,179,175,37.746098692534794,33.273638634969046,89496.000000000000000,159,6,101,28
,1142,44078,35911967678.990150451660156,260,954,694,529.485502972004156,132.940421898989086,23338662.000000000000000,658,448,260,513
,1143,2046,1666951446.781021118164063,486,572,86,513.650537634408579,9.808955510926925,1050929.000000000000000,58,520,486,514
,1144,112562,91708401149.836410522460938,4,980,976,428.377445319024162,197.007997998481812,48219022.000000000000000,867,520,760,509
,1145,13236,10783855987.093643188476563,106,936,830,486.364989422786323,145.744098434465883,6437527.000000000000000,735,399,106,483
,1146,36181,29477991347.010810852050781,204,944,740,474.506287830629333,94.795179058509277,17168112.000000000000000,529,529,204,516
,1147,72,58661047.980563789606094,121,385,264,230.791666666666657,71.416994845609238,16617.000000000000000,55,170,121,221
,1148,47929,39049519009.172805786132813,-31,906,937,211.901896555321400,159.351381254462979,10156246.000000000000000,874,63,-31,177
,1149,23301,18984181652.709957122802734,-2,282,284,45.793914424273638,36.835555877118701,1067044.000000000000000,255,8,150,38
,1150,22111,18014644887.475639343261719,84,951,867,436.609470399348766,168.554710317640115,9653872.000000000000000,799,321,84,389
,1151,6188,5041591179.218454360961914,-2,522,524,59.941661279896572,55.513818896861899,370919.000000000000000,305,40,-2,43
,1152,5050,4114420726.414543628692627,409,806,397,567.465346534653463,69.453311386165723,2865700.000000000000000,359,575,414,563
,1153,2589,2109353516.967772960662842,-6,828,834,191.509463113171108,152.979360788983058,495818.000000000000000,534,26,10,188
,1154,29321,23888897053.307094573974609,234,688,454,357.323044916612673,74.169978475949918,10477069.000000000000000,409,287,234,342
,1155,1486,1210698851.376636028289795,408,452,44,426.296096904441470,8.408950134835635,633476.000000000000000,44,431,408,427
,1156,501233,408372959200.582336425781250,334,1895,1561,543.406960435565907,161.064284127989794,272373501.000000000000000,1474,429,1397,496
,1157,155597,126770598369.885894775390625,228,665,437,354.034184463710744,55.895883876487723,55086657.000000000000000,404,362,591,357
,1158,1567,1276692530.354770183563232,754,1127,373,916.823229100191497,80.507967850016954,1436662.000000000000000,324,819,755,913
,1159,1797,1464081989.181571245193481,167,293,126,244.215358931552601,22.285191213196370,438855.000000000000000,122,257,167,248
,1160,36781,29966833413.515510559082031,354,615,261,448.314075201870537,51.445307486830060,16489440.000000000000000,262,482,612,460
,1161,155682,126839850995.974060058593750,265,634,369,376.805160519520541,39.222542627867526,58661781.000000000000000,330,337,267,369
,1162,2701,2200604036.048649787902832,159,266,107,201.341355053683827,26.610699194183113,543823.000000000000000,106,163,260,202
,1163,22488,18321800652.596088409423828,289,515,226,392.206465670579860,46.132652711571694,8819939.000000000000000,226,364,504,390
,1164,8172,6658028945.793990135192871,191,307,116,248.053475281448840,17.328883815906561,2027093.000000000000000,104,253,191,249
,1165,7974,6496711063.847439765930176,279,339,60,309.193880110358691,17.867199060738709,2465512.000000000000000,61,291,279,308
,1166,127211,103643480203.548614501953125,349,537,188,440.178821013906031,26.819139511005631,55995588.000000000000000,189,416,531,437
,1167,526,428551544.969118773937225,294,319,25,300.884030418250973,5.100869577605128,158265.000000000000000,24,299,303,299
,1168,7932,6462492119.192111015319824,221,328,107,267.554589006555716,24.159317825453041,2122243.000000000000000,108,276,221,268
,1169,767,624903108.348505973815918,225,337,112,251.063885267275111,19.031157792223777,192566.000000000000000,83,232,285,248
,1170,18374,14969973549.928876876831055,309,401,92,346.082507891585919,14.087662147287666,6358920.000000000000000,88,340,394,345
,1171,7224,5885658480.716567039489746,187,296,109,252.131367663344406,20.412883569616827,1821397.000000000000000,110,251,198,254
,1172,3550,2892315560.152798175811768,296,322,26,305.832676056338016,5.318704956677959,1085706.000000000000000,27,301,296,305
,1173,2406,1960256686.683840036392212,188,297,109,231.942643391521187,24.042374658374509,558054.000000000000000,107,214,278,228
,1174,29294,23866899160.314384460449219,188,363,175,255.684167406294790,25.281829154509389,7490012.000000000000000,161,255,337,256
,1175,38232,31149016477.679370880126953,307,579,272,418.364563716258658,36.575556177043012,15994914.000000000000000,227,448,307,420
,1176,227062,184995762174.483001708984375,315,1152,837,575.264447595810793,149.637079834377005,130620696.000000000000000,803,462,1073,517
,1177,971,791109410.960103273391724,158,243,85,192.381050463439749,20.786814805335471,186802.000000000000000,83,162,241,194
,1178,3863,3147328171.512748718261719,229,334,105,266.033911467771190,15.429031854604837,1027689.000000000000000,89,265,232,265
,1179,54329,44263834385.222915649414063,167,319,152,241.752066115702490,26.940767162652094,13134148.000000000000000,153,242,319,243
,1180,1091,888877824.261042952537537,221,349,128,268.071494042163181,19.009680187935082,292466.000000000000000,98,265,221,268
,1181,4000,3258947110.031321525573730,218,433,215,271.808749999999975,26.697858967293726,1087235.000000000000000,155,269,218,268
,1182,28055,22857440292.982181549072266,241,481,240,298.380823382641267,35.402064831976595,8371074.000000000000000,227,259,458,292
,1183,7697,6271028976.477770805358887,247,421,174,276.771469403663787,17.848360929674278,2130310.000000000000000,118,258,248,273
,1184,10597,8633765631.250478744506836,176,354,178,260.909125224120032,27.529337834314308,2764854.000000000000000,165,257,177,260
,1185,3164,2577827164.034775257110596,238,514,276,287.897597977244004,27.555912713183364,910908.000000000000000,146,288,344,286
,1186,5985,4876199613.384365081787109,270,427,157,309.755221386800315,17.328235221597698,1853885.000000000000000,104,309,358,309
,1187,2776,2261709294.361737251281738,255,438,183,298.128962536023039,26.671876354333328,827606.000000000000000,140,271,357,294
,1188,5627,4584523847.036561965942383,281,458,177,349.243113559623225,28.867798964756076,1965191.000000000000000,146,356,418,350
