Rowid_,FID_1,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
,40,1150,902106485.812667608261108,0.528426826000214,190.734100341796875,190.205673515796661,4.836458897797958,6.491399048936122,5561.927732467651367
,41,1195,937406304.822728514671326,0.612279772758484,648.667541503906250,648.055261731147766,8.183328617666556,26.938433789059868,9779.077698111534119
,42,7580,5946058402.139148712158203,1.268224477767944,747.884582519531250,746.616358041763306,16.365528560942899,21.811460732476021,124050.706491947174072
,43,6050,4745864555.797077178955078,1.304157495498657,540.658874511718750,539.354717016220093,14.552852024598556,20.920083864420953,88044.754748821258545
,44,17152,13454722125.790327072143555,0.364614516496658,355.149353027343750,354.784738510847092,11.699258267196631,25.089978010869959,200665.677798956632614
,45,36366,28526960402.663887023925781,4.016044139862061,16826.341796875000000,16822.325752735137939,104.008721449007624,422.471702300184575,3782381.164214611053467
,46,1500,1176660633.668696880340576,0.528426826000214,72.926078796386719,72.397651970386505,4.246656749208769,5.129631771105737,6369.985123813152313
,47,62088,48704336948.814704895019531,0.000000000000000,83538.445312500000000,83538.445312500000000,194.367666759415300,1271.389886234610685,12067899.693758577108383
,48,39068,30646518424.112434387207031,1.489106893539429,34570.042968750000000,34568.553861856460571,76.020042453779340,275.869319494249794,2969951.018584251403809
,49,34731,27244400311.965007781982422,0.000000000000000,23259.726562500000000,23259.726562500000000,106.014506131387435,383.613557082722593,3681989.812449216842651
,50,1745,1368848537.167917490005493,0.000000000000000,1256.328491210937500,1256.328491210937500,18.924083342439467,62.151923596233104,33022.525432556867599
,51,8679,6808158426.407080650329590,1.279849886894226,308.008178710937500,306.728328824043274,11.025227278096704,9.825553914547632,95687.947546601295471
,52,43464,34094918521.184162139892578,0.306066840887070,1879.622802734375000,1879.316735893487930,10.311506571926653,24.978789251717600,448179.321642220020294
,53,612,480077538.536828339099884,1.711297750473022,61.972949981689453,60.261652231216431,3.856456222097858,2.879946350915833,2360.151207923889160
,54,9754,7651431880.536313056945801,0.000000000000000,8.924930572509766,8.924930572509766,0.558155289760040,0.267928203795559,5444.246696319431067
,55,13170,10331080363.611158370971680,0.939140617847443,1599.841308593750000,1598.902167975902557,24.672148268754135,93.073456392164061,324932.192699491977692
,56,28389,22269479152.813758850097656,0.722415864467621,765.793884277343750,765.071468412876129,9.949979180202348,20.730474204217032,282469.958946764469147
,57,10408,8164455916.815864562988281,0.825618088245392,5511.260742187500000,5510.435124099254608,23.871674979653935,114.201243578329738,248456.393188238143921
,58,149612,117361700482.960723876953125,0.000000000000000,36766.863281250000000,36766.863281250000000,22.326095574345675,172.700804049597537,3340251.811069005168974
,59,19251,15101262572.504056930541992,2.424165487289429,19093.140625000000000,19090.716459512710571,25.898963828005360,257.495208113871968,498580.952652931213379
,60,18211,14285444533.160427093505859,0.106298334896564,292.497619628906250,292.391321294009686,4.559094006052164,8.224838885243839,83025.660944215953350
,61,195,152965882.376930594444275,2.263225317001343,9.182580947875977,6.919355630874634,6.709746770369700,1.584904415898968,1308.400620222091675
,62,4392,3445262335.381944656372070,0.158931493759155,306.898742675781250,306.739811182022095,1.079281437012260,5.073339542468694,4740.204071357846260
,63,1718,1347668645.761880874633789,4.747303962707520,1003.165100097656250,998.417796134948730,19.500666092105462,43.073643023290749,33502.144346237182617
,64,10401,8158964833.858744621276855,1.225010871887207,2426.332519531250000,2425.107508659362793,14.108065945416067,33.084387798480108,146737.993898272514343
,65,4308,3379369339.896497726440430,1.465471982955933,301.038909912109375,299.573437929153442,17.886071222655289,17.614880464090376,77053.194827198982239
,66,34539,27093787750.855415344238281,0.000000000000000,54.903602600097656,54.903602600097656,0.836876308304018,1.561822018678625,28904.870812512468547
,67,3512,2754954763.629642486572266,0.000000000000000,2892.300292968750000,2892.300292968750000,66.692967386479253,125.197600812126694,234225.701461315155029
,68,1379,1081743342.552755355834961,8.556488037109375,682.790283203125000,674.233795166015625,60.966633488943472,79.571545640553566,84072.987581253051758
,69,19727,15474656213.588256835937500,0.000000000000000,13437.429687500000000,13437.429687500000000,14.174930385126173,180.457419074328300,279628.851707383990288
,70,381,298871800.951849043369293,21.450643539428711,1513.575683593750000,1492.125040054321289,84.315467323843890,104.314866095583866,32124.193050384521484
,71,6553,5140438088.287313461303711,0.000000000000000,1899.643920898437500,1899.643920898437500,33.907673668264707,64.741015259108224,222196.985548138618469
,72,16036,12579286614.340816497802734,0.412809044122696,231.915084838867188,231.502275794744492,5.002315942576235,5.956126326328316,80217.138455152511597
,73,30969,24293335442.723915100097656,0.825618088245392,12165.792968750000000,12164.967350661754608,12.476522617704386,156.730292235140354,386385.428947687149048
,74,14739,11561867386.428615570068359,0.237365201115608,736.664978027343750,736.427612826228142,12.547552557978195,14.260594828540743,184938.377152040600777
,75,12827,10062017298.712249755859375,1.135224938392639,807.625854492187500,806.490629553794861,10.118930199888460,15.175504285280359,129795.517673969268799
,76,7004,5494220718.810368537902832,1.496432781219482,1121.292602539062500,1119.796169757843018,13.954821364121189,46.167152191905650,97739.568834304809570
,77,56222,44102809430.747650146484375,0.206404522061348,131.391952514648438,131.185547992587090,6.207715419054197,6.096460267598331,349010.176290065050125
,78,75231,59014237421.019828796386719,0.000000000000000,1656.038085937500000,1656.038085937500000,5.456697354407795,19.919689649936416,410512.798669452778995
,79,92854,72838430985.782119750976563,0.000000000000000,4984.344238281250000,4984.344238281250000,17.538366977820584,38.805333285861160,1628507.527358552441001
,80,436,342016024.186367928981781,3.651616334915161,155.138793945312500,151.487177610397339,16.154570390871907,14.296133430986943,7043.392690420150757
,81,35600,27926079039.070407867431641,0.150675296783447,458.977569580078125,458.826894283294678,8.720896261091648,18.711499851904797,310463.906894862651825
,82,3465,2718086063.774689674377441,0.206404522061348,11.217054367065430,11.010649845004082,3.064964174347006,2.024119357760778,10620.100864112377167
,83,1224,960155077.073656678199768,0.791059017181396,56.249237060546875,55.458178043365479,2.275706936185267,3.301030127769801,2785.465289890766144
,84,292,229056603.354173004627228,4.540899753570557,8.772192001342773,4.231292247772217,7.783371378297675,1.218115821713279,2272.744442462921143
,85,8147,6390836121.665915489196777,0.157899454236031,20867.910156250000000,20867.752256795763969,17.341493143021832,352.735128186839859,141281.144636198878288
,86,16526,12963662421.339256286621094,0.598573148250580,3478.433105468750000,3477.834532320499420,18.310166960653145,99.771059065065927,302593.819191753864288
,87,4843,3799044965.904999256134033,0.825618088245392,109.031127929687500,108.205509841442108,6.600952049744614,4.039801400818186,31968.410776913166046
,88,772,605588006.128156065940857,0.791059017181396,54.834457397460938,54.043398380279541,3.879955557652706,5.564091656861134,2995.325690507888794
,89,31331,24577302875.649295806884766,0.008256181143224,215.614288330078125,215.606032148934901,7.128935393567946,7.432600873936245,223356.674815877340734
,90,6924,5431465485.014704704284668,0.003061398863792,2837.487304687500000,2837.484243288636208,9.567995697473835,87.535008033459263,66248.802209308836609
,91,111391,87379603096.659881591796875,0.000000000000000,8574.671875000000000,8574.671875000000000,8.022106897745893,120.773495979225515,893590.509446812793612
,92,6111,4793715421.566270828247070,0.204093262553215,2386.667480468750000,2386.463387206196785,5.901581832994281,70.075198716961069,36064.566581428050995
,93,138757,108846599697.311584472656250,0.000000000000000,27957.341796875000000,27957.341796875000000,8.362620244011087,150.587875652916438,1160372.097198246279731
,94,5291,4150474275.160717010498047,0.000000000000000,15649.790039062500000,15649.790039062500000,27.138580585973720,312.510166887742685,143590.229880386963487
,95,164001,128649013721.533309936523438,0.000000000000000,34278.421875000000000,34278.421875000000000,6.353077914577630,204.101290443338115,1041911.131068645976484
,96,23923,18766168226.170825958251953,0.000000000000000,16209.110351562500000,16209.110351562500000,12.227117581034880,265.731623725950897,292509.333891097456217
,97,139319,109287455214.726119995117188,0.000000000000000,25570.941406250000000,25570.941406250000000,28.881877716055726,409.855759338151813,4023794.321523167658597
,98,4812,3774727312.809179782867432,0.408186525106430,3592.714599609375000,3592.306413084268570,17.774678112872422,130.315692697264097,85531.751079142093658
,99,3730,2925962775.722826480865479,0.000000000000000,3483.080322265625000,3483.080322265625000,10.255362386977295,92.484396978791153,38252.501703425310552
,100,124708,97825996202.370574951171875,0.280825972557068,5253.064941406250000,5252.784115433692932,8.109890267911064,51.803096315226085,1011368.195530652999878
,101,11525,9040675868.687820434570313,0.000000000000000,541.226745605468750,541.226745605468750,5.336402547058494,11.421818867995073,61502.039354849141091
,102,94196,73891150032.704376220703125,0.000000000000000,7009.269531250000000,7009.269531250000000,4.052615260974023,45.973629872247486,381740.147122709080577
,103,2288,1794799686.555985689163208,0.200731232762337,2361.013671875000000,2360.812940642237663,87.947736002114056,144.726778340048128,201224.419972836971283
,104,554,434579994.034972071647644,0.206227585673332,27.631521224975586,27.425293639302254,6.093731670522732,2.749065402109733,3375.927345469594002
,105,4428,3473502190.589993476867676,0.214574769139290,464.991455078125000,464.776880308985710,32.315057830089181,44.500162982864765,143091.076071634888649
,106,5030,3945735324.902363777160645,0.575495481491089,8973.532226562500000,8972.956731081008911,145.270674269881908,307.188535404982815,730711.491577506065369
,107,3089,2423136464.935070037841797,0.000000000000000,1631.104370117187500,1631.104370117187500,48.025509971942135,83.536832523518598,148350.800303329247981
,108,50,39222021.122289896011353,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
,109,7826,6139030746.060814857482910,0.000000000000000,893.574401855468750,893.574401855468750,21.969435351379165,39.265294677955112,171932.801059893332422
,110,6297,4939621340.141189575195313,0.911695539951324,6647.437011718750000,6646.525316178798676,422.062231694722470,414.895749092909455,2657725.872981667518616
,111,3569,2799667867.709053039550781,0.104815334081650,114.960968017578125,114.856152683496475,4.821841705422436,5.742807700725145,17209.153046652674675
,112,57329,44971184978.395149230957031,0.000000000000000,8484.036132812500000,8484.036132812500000,62.961059285245867,140.174255385593057,3609494.567763860337436
,113,5633,4418752899.637179374694824,0.661316335201263,254.900985717773438,254.239669382572174,19.043070967817908,22.283360242448385,107269.618761718273163
,114,4404,3454675620.451293945312500,1.444671511650085,2134.091308593750000,2132.646637082099915,80.861981868392007,118.335687163544165,356116.168148398399353
,115,19479,15280114988.821697235107422,0.000000000000000,117860.226562500000000,117860.226562500000000,506.848777132806958,2463.320582531889613,9872907.329769946634769
,116,7257,5692684145.689155578613281,0.906751334667206,5756.484863281250000,5755.578111946582794,299.597999257482570,275.329976924383459,2174182.680611550807953
,117,13591,10661329781.460840225219727,0.502322494983673,30084.693359375000000,30084.191036880016327,399.697292777080008,625.705864298555525,5432285.906133294105530
,118,50079,39283991915.663116455078125,0.000000000000000,18004.005859375000000,18004.005859375000000,48.578904496581707,315.714810551243772,2432782.958284315187484
,119,19781,15517015996.400329589843750,0.000000000000000,6512.560546875000000,6512.560546875000000,115.806169522813491,258.064230711728214,2290761.839330773800611
,120,8957,7026232863.847012519836426,0.182932406663895,12805.778320312500000,12805.595387905836105,256.035264800811888,499.103059378414855,2293307.866820871829987
,121,581,455759885.441008627414703,0.000000000000000,20.208110809326172,20.208110809326172,0.384683712578752,1.647923165921608,223.501237008254975
,122,15103,11847403700.198886871337891,0.126569449901581,14091.140625000000000,14091.014055550098419,19.094914093234756,207.711587770013807,288390.487550124526024
,123,892,699720856.821651816368103,0.000000000000000,38.008857727050781,38.008857727050781,3.918173180627866,4.388220230939329,3495.010477120056748
,124,33078,25947720293.662105560302734,0.003955295309424,42.666755676269531,42.662800380960107,1.524341764703030,2.571252362949114,50422.176892846822739
,125,880,690307571.752302169799805,0.051418837159872,34.065967559814453,34.014548722654581,3.640628963501447,5.195607908459725,3203.753487881273031
,126,2329,1826961743.876263380050659,0.000000000000000,850.612915039062500,850.612915039062500,110.895836614496190,136.436466801986512,258276.403475161641836
,127,54554,42794362806.108062744140625,0.000000000000000,4753.884277343750000,4753.884277343750000,28.013553690004468,102.126420904499696,1528251.408004503697157
,128,38582,30265280378.803775787353516,0.000000000000000,464.439636230468750,464.439636230468750,2.093209227291963,11.330081617055484,80760.198407378513366
,129,13212,10364026861.353881835937500,0.000000000000000,20458.164062500000000,20458.164062500000000,160.203426302613110,688.390282096235183,2116607.668310124427080
,130,784,615001291.197505593299866,0.601204812526703,256.122161865234375,255.520957052707672,20.004045491011777,28.638247361367640,15683.171664953231812
,131,23947,18784994796.309524536132813,0.000000000000000,2847.241943359375000,2847.241943359375000,43.271800218432759,87.053932269622052,1036229.799830809235573
,132,327,256512018.139775931835175,0.988823771476746,44.947975158691406,43.959151387214661,8.014252230297171,8.861785092330619,2620.660479307174683
,133,21860,17147867634.665143966674805,0.000000000000000,2197.623291015625000,2197.623291015625000,12.953088609231482,66.864292786022304,283154.516997800208628
,134,62679,49167941238.480171203613281,0.000000000000000,7382.932617187500000,7382.932617187500000,9.547542371522336,69.853388349030027,598430.408304648473859
,135,1465,1149205218.883094072341919,0.495400696992874,66.562675476074219,66.067274779081345,3.986064075548901,5.536640000471972,5839.583870679140091
,136,6868,5387536821.357740402221680,0.000000000000000,7222.166015625000000,7222.166015625000000,418.765693501668750,341.938266985960922,2876082.782969460822642
,137,34762,27268717965.060829162597656,0.000000000000000,20039.390625000000000,20039.390625000000000,143.665332547402699,430.264586828146548,4994094.290012812241912
,138,4,3137761.689783191774040,251.382522583007813,810.282043457031250,558.899520874023438,548.973834991455078,200.859153836972894,2195.895339965820313
,139,11499,9020280417.704231262207031,0.000000000000000,3397.438232421875000,3397.438232421875000,141.511076495097882,165.812073119663552,1627235.868617130676284
,140,42,32946497.742723513394594,0.067262448370457,81.348518371582031,81.281255923211575,15.956549262184472,18.423574666638277,670.175069011747837
,141,1216,953879553.694090247154236,0.428303539752960,5114.778808593750000,5114.350505053997040,69.953780930856922,202.729687748281577,85063.797611922025681
,142,208,163163607.868725985288620,1.883348703384399,474.765106201171875,472.881757497787476,162.356535404920578,99.215277214461878,33770.159364223480225
,143,9766,7660845165.605662345886230,0.000000000000000,3567.811279296875000,3567.811279296875000,66.583175220720605,97.178331675448803,650251.289205557433888
,144,1267,993886015.238826036453247,0.000000000000000,5773.062011718750000,5773.062011718750000,115.032121430750237,237.922683035962734,145745.697852760553360
,145,1082,848764537.086353421211243,0.000000000000000,729.364318847656250,729.364318847656250,68.690254182201883,96.850022142402182,74322.855025142431259
,146,18424,14452530343.141382217407227,0.000000000000000,33700.410156250000000,33700.410156250000000,229.839463672149776,620.495686235533185,4234562.278695687651634
,147,598,469095372.622587144374847,0.000000000000000,1658.979858398437500,1658.979858398437500,101.264195773414144,132.714110308035401,60555.989072501659393
,148,23347,18314330542.842044830322266,0.000000000000000,10306.144531250000000,10306.144531250000000,53.328313162513091,206.479309393466025,1245056.127405193168670
,149,15690,12307870228.174570083618164,0.000000000000000,10903.027343750000000,10903.027343750000000,139.303502763067797,260.061288431539595,2185671.958352533634752
,150,4327,3394273707.922967910766602,0.000000000000000,3488.481689453125000,3488.481689453125000,65.279682116025072,139.763689729871771,282465.184516040491872
,151,1990,1561036440.667137861251831,2.845528602600098,1914.280761718750000,1911.435233116149902,119.898423752113800,227.923993935415155,238597.863266706466675
,152,19211,15069884955.606224060058594,1.621101498603821,1460.679077148437500,1459.057975649833679,23.902917632982923,40.604130297064934,459198.950647234916687
,153,27934,21912558760.600921630859375,0.000000000000000,1315.935668945312500,1315.935668945312500,14.587567554558222,24.409610108558343,407489.112069029361010
,154,4414,3462520024.675752162933350,1.855867505073547,216.454467773437500,214.598600268363953,25.134951506527397,18.514378214083248,110945.675949811935425
,155,2271,1781464199.374407052993774,11.478247642517090,3168.184326171875000,3156.706078529357910,100.371965029543063,127.637206181300868,227944.732582092285156
,156,6024,4725469104.813487052917480,1.952000141143799,6543.220214843750000,6541.268214702606201,224.816770650713579,448.040285277961971,1354296.226399898529053
,157,2587,2029347372.867279291152954,11.280921936035156,285.512176513671875,274.231254577636719,51.200127897273632,25.213433131926376,132454.730870246887207
,158,465,364764796.437296032905579,21.843379974365234,1541.549926757812500,1519.706546783447266,86.691712196924357,97.415876190758127,40311.646171569824219
,159,16917,13270378626.515563964843750,0.106251955032349,2083.239501953125000,2083.133249998092651,40.186201031922785,62.918356741411841,679829.962857037782669
,160,41049,32200494900.977558135986328,0.065775021910667,4763.268066406250000,4763.202291384339333,40.386588205494704,130.741499714413152,1657829.059247352182865
,161,4802,3766882908.584721565246582,1.013947248458862,3297.419921875000000,3296.405974626541138,65.542201928474768,160.583458814558895,314733.653660535812378
,162,12435,9754516653.113496780395508,0.109287723898888,1241.305175781250000,1241.195888057351112,47.081240246265494,40.746839403007975,585455.222462311387062
,163,4972,3900237780.400507450103760,0.000000000000000,10369.974609375000000,10369.974609375000000,181.110797086096738,452.130208588810603,900482.883112072944641
,164,40591,31841221187.497383117675781,0.000000000000000,8146.726074218750000,8146.726074218750000,43.507384302121238,186.979272752873158,1766008.236207403242588
,165,1939,1521029979.122402191162109,0.322803556919098,27497.507812500000000,27497.185008943080902,436.657230546604808,1622.985372542505957,846678.370029866695404
,166,17202,13493944146.912616729736328,0.000000000000000,8923.252929687500000,8923.252929687500000,98.344592161558040,229.781630866300361,1691723.674363121390343
,167,42462,33308909217.893470764160156,0.020238466560841,5748.144042968750000,5748.123804502189159,22.403780117247262,95.156719334701592,951309.311338553205132
,168,12235,9597628568.624338150024414,0.017202697694302,2943.684082031250000,2943.666879333555698,94.351959718967223,226.502440770014772,1154396.227161563932896
,169,5630,4416399578.369842529296875,8.406047821044922,2389.877197265625000,2381.471149444580078,58.560507335628962,95.200900825594900,329695.656299591064453
,170,986,773458256.531556725502014,0.000000000000000,890.148559570312500,890.148559570312500,119.197603242755179,84.654555027339839,117528.836797356605530
,171,36917,28959187075.431522369384766,0.014166927896440,209.309265136718750,209.295098208822310,3.940135389424315,4.890702996560788,145457.978171377442777
,172,5292,4151258715.583162784576416,0.040476933121681,188.511199951171875,188.470723018050194,14.299270336381747,15.069763289851208,75671.738620132207870
,173,10894,8545693962.124523162841797,2.895112991333008,858.624145507812500,855.729032516479492,27.062516399998611,37.116033738145518,294819.053661584854126
,174,5496,4311284561.762105941772461,2.784813404083252,340.339202880859375,337.554389476776123,26.662090904327460,20.387018712018421,146534.851610183715820
,175,28806,22596590808.973655700683594,0.303577035665512,159.590438842773438,159.286861807107925,6.102497327445050,9.465998627784977,175788.538014382123947
,176,7726,6060586703.816234588623047,1.189009904861450,876.811340332031250,875.622330427169800,26.328412057805362,32.144971165770386,203413.311558604240417
,177,2315,1815979577.962022304534912,10.380179405212402,810.856262207031250,800.476082801818848,75.485566788461242,45.884049578574889,174749.087115287780762
,178,20638,16189281438.436378479003906,0.318755865097046,6828.831542968750000,6828.512787103652954,37.908633020852051,189.553296228391645,782358.368284344673157
,179,10319,8094640719.218189239501953,0.114347338676453,402.706024169921875,402.591676831245422,45.172282266771624,27.096796143278908,466132.780710816383362
,180,617,483999740.649057328701019,2.673501491546631,473.225982666015625,470.552481174468994,133.579833734750366,41.271367658880379,82418.757414340972900
,181,35990,28232010803.824268341064453,0.504949748516083,4322.625000000000000,4322.120050251483917,16.016744412942607,89.780528615563327,576442.631421804428101
,182,17791,13955979555.733190536499023,0.375631719827652,4692.706542968750000,4692.330911248922348,67.794103138478363,137.104138120765754,1206124.888936668634415
,183,6781,5319290504.604955673217773,0.166947424411774,1260.894042968750000,1260.727095544338226,47.574621733280786,57.648275481420882,322603.509973376989365
,184,79050,62010015394.340324401855469,0.008095387369394,9657.324218750000000,9657.316123362630606,25.878854781746568,193.734805026396458,2045723.470497066155076
,185,7224,5666797611.748444557189941,2.879933834075928,1921.690063476562500,1918.810129642486572,40.519783020085541,71.089281051684466,292714.912537097930908
,186,5572,4370902033.867985725402832,0.762990236282349,100.338272094726563,99.575281858444214,6.452510637382937,7.869285282352529,35953.389271497726440
,187,2149,1685762467.836019754409790,2.248493909835815,768.462768554687500,766.214274644851685,117.391802802314416,79.635260250819954,252274.984222173690796
,188,3157,2476478413.661384105682373,0.091073110699654,1201.221801757812500,1201.130728647112846,48.844501172803348,71.165706154872566,154202.090202540159225
,189,16263,12757354590.236011505126953,0.102204255759716,2198.352783203125000,2198.250578947365284,19.758993124405041,59.064415755277139,321340.505182199180126
,190,26921,21117920612.663326263427734,0.089049257338047,973.675781250000000,973.586731992661953,25.328941571851590,40.418271024765907,681880.436055816709995
,191,5522,4331680012.745696067810059,1.831581234931946,1193.390625000000000,1191.559043765068054,24.821014968371401,29.948296971789073,137061.644655346870422
,192,5664,4443070552.732999801635742,0.838884532451630,719.563537597656250,718.724653065204620,25.686736992723439,33.404156151165850,145489.678326785564423
,193,65645,51494591531.454406738281250,0.202384680509567,332.216491699218750,332.014107018709183,3.972177672931187,7.710195730252308,260753.603339567780495
,194,13866,10877050897.633434295654297,1.213296175003052,914.393249511718750,913.179953336715698,29.838115412186841,37.909455300508085,413735.308305382728577
,195,1441,1130378648.744394779205322,13.684239387512207,691.660461425781250,677.976222038269043,76.324319568795516,36.517957338700363,109983.344498634338379
,196,8873,6960339868.361565589904785,4.898721218109131,4581.566894531250000,4576.668173313140869,111.196960557720303,157.415251481758304,986650.631028652191162
,197,111881,87763978903.658325195312500,0.000000000000000,5515.046386718750000,5515.046386718750000,36.618558533417946,87.572549410142216,4096920.947277333587408
,198,4622,3625683632.544477939605713,0.385542809963226,443.457183837890625,443.071641027927399,59.036127612955482,34.343868136041408,272864.981827080249786
,199,8395,6585377346.432474136352539,0.081083551049232,1107.037231445312500,1106.956147894263268,38.970022360647697,55.554100167181112,327153.337717637419701
,200,12129,9514477883.845083236694336,0.014166927896440,175.126510620117188,175.112343692220747,10.638214320954946,14.347788346669217,129030.901498862542212
,201,1101,863668905.112823486328125,1.827533602714539,4139.879882812500000,4138.052349209785461,520.058454566279124,368.922396186906212,572584.358477473258972
,202,12342,9681563693.826038360595703,0.861146867275238,492.607330322265625,491.746183454990387,12.586885694711990,17.990524635626088,155347.343244135379791
,203,7253,5689546383.999372482299805,3.653043746948242,2715.274902343750000,2711.621858596801758,87.884439366547198,117.877181246757644,637425.838725566864014
,204,650,509886274.589768648147583,0.578820168972015,185.896392822265625,185.317572653293610,49.646442553721940,27.921733729227988,32270.187659919261932
,205,22090,17328288931.827674865722656,2.469093084335327,1600.446899414062500,1597.977806329727173,43.784415631188480,51.237268483339236,967197.741292953491211
,206,8377,6571257418.828449249267578,11.742359161376953,2092.542480468750000,2080.800121307373047,101.041813519912623,99.539531195326731,846427.271856307983398
